id,age,sex,race,specialty,weeks_per_year,hours_per_week,it_use,minority_health_cme,survey_weight
502649,55,M,White,Ob/Gyn,49,80,Not available,0,82.978262
502650,40,M,Asian,Ob/Gyn,52,53,Available and used,0,96.86849000000001
502651,40,M,White,Psychiatry,44,60,Available and used,1,113.19006999999999
502652,40,M,White,Pediatrics,40,74,Available and used,1,73.49805500000001
502653,45,M,White,Medical Specialties,49,45,Available and used,1,94.086157
502654,35,M,White,Family/GP,50,38,Available and used,0,79.452339
502655,35,M,Asian,Family/GP,48,38,Available and used,1,83.885077
502656,35,M,White,Family/GP,51,51,Available and used,1,68.906716
502657,60,M,White,Family/GP,48,50,Available and used,1,98.586403
502658,60,M,White,Family/GP,48,40,Available and used,0,85.821401
502659,60,M,White,Medical Specialties,40,32,"Avaliable, not used",0,82.542074
502660,60,M,Asian,Internal Medicine,50,24,Available and used,1,98.888936
502661,50,M,White,Family/GP,48,54,Available and used,1,66.408658
502662,60,F,Asian,Pediatrics,47,40,Available and used,0,100.367047
502663,40,M,White,Medical Specialties,48,60,Available and used,0,90.479489
502664,40,M,White,Internal Medicine,45,40,Available and used,1,110.906269
502665,40,F,Asian,Internal Medicine,48,30,Available and used,0,97.93939
502666,70,M,White,Surgical Specialties,52,26,Available and used,1,61.413038
502667,35,F,White,Family/GP,49,27,Available and used,0,78.37684
502668,45,M,White,Medical Specialties,48,65,Available and used,0,100.555089
502669,50,M,White,Medical Specialties,49,39,Not available,0,83.971595
502670,35,M,White,Internal Medicine,50,62,Available and used,0,75.401691
502671,40,M,Asian,Pediatrics,46,56,Available and used,0,100.097131
502672,50,F,White,Medical Specialties,48,60,Available and used,0,148.421928
502673,65,M,White,Internal Medicine,52,55,Available and used,0,79.48633199999999
502674,40,F,White,Medical Specialties,48,61,Available and used,0,79.31779
502675,40,M,White,Medical Specialties,50,55,Available and used,0,69.907871
502676,45,M,Asian,Medical Specialties,52,60,Available and used,1,96.343704
502677,70,M,White,Psychiatry,40,29,Not available,1,73.91202
502678,55,M,Hispanic,Family/GP,52,43,Available and used,1,82.263896
502679,50,M,White,Surgical Specialties,49,80,Available and used,0,91.349209
502680,55,M,White,Family/GP,47,40,Available and used,1,87.863837
502681,55,M,White,Internal Medicine,52,74,Available and used,1,105.935667
502682,35,F,Asian,Pediatrics,48,30,Not available,0,93.658877
502683,70,M,White,Psychiatry,46,40,Not available,0,65.664777
502684,45,M,Black,Family/GP,46,46,Available and used,1,103.57874699999999
502685,45,M,White,Family/GP,48,54,Not available,0,91.310052
502686,55,M,White,Internal Medicine,50,72,Available and used,1,82.865481
502687,50,M,White,Medical Specialties,46,40,Available and used,1,91.35149799999999
502688,60,M,White,Medical Specialties,46,38,Not available,0,86.285388
502689,50,M,Asian,Medical Specialties,44,65,Available and used,0,118.21481599999998
502690,50,F,Other,Family/GP,50,80,Available and used,1,83.270241
502691,45,F,White,Medical Specialties,40,52,Available and used,0,106.48728100000001
502692,70,M,,Surgical Specialties,45,30,Available and used,-9,61.90025
502693,55,F,White,Internal Medicine,49,47,Available and used,0,85.88423
502694,45,M,White,Family/GP,50,36,Available and used,0,75.502623
502695,40,F,White,Surgical Specialties,49,60,,0,101.969707
502696,55,M,White,Medical Specialties,50,50,Not available,0,86.48189599999999
502697,55,M,White,Medical Specialties,49,55,Available and used,0,90.901191
502698,40,F,White,Pediatrics,48,36,Not available,1,93.011615
502699,55,M,White,Family/GP,50,60,Available and used,0,68.847146
502700,60,F,White,Family/GP,49,50,Available and used,0,90.799144
502701,50,M,Hispanic,Psychiatry,40,48,Available and used,1,128.035779
502702,35,F,Asian,Internal Medicine,40,52,Available and used,0,90.511684
502703,35,M,White,Medical Specialties,50,65,Not available,1,90.942942
502704,50,M,White,Medical Specialties,50,45,Available and used,0,114.44535
502705,60,M,White,Family/GP,48,31,,-9,74.27283800000001
502706,40,F,White,Internal Medicine,48,33,Available and used,0,93.11658800000001
502707,50,F,White,Medical Specialties,48,60,Available and used,0,105.54997
502708,50,M,Black,Internal Medicine,50,70,Available and used,1,105.689435
502709,70,M,White,Medical Specialties,40,50,Available and used,0,76.492358
502710,45,M,Hispanic,Medical Specialties,40,70,Available and used,0,91.396466
502711,60,M,White,Pediatrics,50,58,Available and used,0,86.134527
502712,55,M,White,Medical Specialties,47,44,Available and used,1,75.877433
502713,40,F,Asian,Surgical Specialties,50,45,Not available,0,106.18353799999998
502714,55,M,White,Medical Specialties,48,35,Available and used,1,87.307964
502715,40,F,White,Ob/Gyn,47,60,Available and used,1,97.66826999999999
502716,55,F,White,Medical Specialties,52,52,Available and used,1,87.963658
502717,45,M,White,Surgical Specialties,50,50,Available and used,0,93.385697
502718,40,F,White,Family/GP,52,45,Available and used,0,87.507474
502719,65,M,Asian,Family/GP,50,28,Not available,-9,73.40087700000001
502720,35,M,White,Surgical Specialties,50,80,Available and used,0,66.776128
502721,70,M,Hispanic,Surgical Specialties,44,40,Not available,1,62.473684999999996
502722,70,M,White,Psychiatry,49,22,"Avaliable, not used",1,88.53872700000001
502723,50,M,Hispanic,Medical Specialties,50,65,,1,64.908937
502724,40,M,White,Medical Specialties,52,80,Available and used,0,69.551502
502725,55,M,White,Medical Specialties,48,48,Available and used,0,87.168036
502726,45,F,White,Family/GP,46,52,Available and used,0,102.684729
502727,40,M,White,Surgical Specialties,49,49,Available and used,0,100.149856
502728,40,F,Hispanic,Family/GP,40,60,Available and used,1,85.105857
502729,50,M,Asian,Medical Specialties,47,80,Available and used,0,90.56469200000001
502730,35,F,,Medical Specialties,48,36,Available and used,1,91.29369399999999
502731,40,F,White,Family/GP,40,40,Available and used,1,80.651404
502732,45,M,White,Medical Specialties,46,47,Available and used,0,112.41066799999999
502733,40,M,White,Medical Specialties,50,75,Available and used,0,96.205308
502734,55,M,White,Surgical Specialties,48,60,Available and used,0,87.453873
502735,55,F,White,Family/GP,49,50,Available and used,0,82.819773
502736,50,F,White,Internal Medicine,48,51,Available and used,1,97.708363
502737,50,M,White,Internal Medicine,51,35,Available and used,0,84.139834
502738,45,F,White,Ob/Gyn,49,42,Available and used,1,98.864285
502739,55,F,White,Ob/Gyn,46,76,Not available,1,108.706329
502740,50,M,Hispanic,Medical Specialties,48,54,Available and used,1,74.204951
502741,70,M,White,Psychiatry,49,55,Available and used,0,72.428026
502742,40,M,White,Family/GP,47,49,Available and used,1,79.241804
502743,40,F,Hispanic,Ob/Gyn,42,80,Available and used,1,108.047425
502744,55,M,White,Surgical Specialties,49,50,Available and used,0,98.050343
502745,65,M,Other,Surgical Specialties,44,60,"Avaliable, not used",1,76.73312299999999
502746,55,M,White,Medical Specialties,50,55,Available and used,0,74.125838
502747,45,F,Hispanic,Psychiatry,50,38,Available and used,1,110.644117
502748,50,M,,Internal Medicine,40,70,Available and used,1,81.77199
502749,70,M,White,Medical Specialties,49,31,Available and used,1,59.188041000000005
502750,45,M,Asian,Internal Medicine,48,40,Not available,0,85.903421
502751,65,M,White,Medical Specialties,45,60,Available and used,0,105.016368
502752,35,F,White,Family/GP,48,50,Available and used,0,114.75786599999999
502753,35,F,White,Ob/Gyn,48,70,Available and used,0,95.871188
502754,55,M,White,Surgical Specialties,47,52,Available and used,0,91.89625799999999
502755,45,M,White,Surgical Specialties,52,58,,0,80.216758
502756,40,M,White,Internal Medicine,46,40,Available and used,0,102.193857
502757,35,F,White,Medical Specialties,47,48,Available and used,1,63.170581000000006
502758,40,M,White,Medical Specialties,42,40,Not available,0,88.92655400000001
502759,35,F,White,Pediatrics,40,32,Available and used,0,69.009491
502760,60,M,White,Medical Specialties,48,50,Available and used,0,86.339187
502761,55,M,White,Ob/Gyn,49,60,Not available,0,77.077916
502762,55,M,White,Internal Medicine,48,60,Available and used,0,87.722522
502763,65,M,White,Family/GP,49,59,Available and used,0,62.96538100000001
502764,45,M,Asian,Medical Specialties,46,40,Available and used,0,97.236368
502765,45,M,White,Pediatrics,50,35,Available and used,0,79.478254
502766,35,F,White,Internal Medicine,42,46,Available and used,0,94.265781
502767,55,M,White,Medical Specialties,52,65,Available and used,0,79.064065
502768,35,F,White,Internal Medicine,40,55,Available and used,0,113.902244
502769,45,F,White,Medical Specialties,50,48,Available and used,0,62.834348999999996
502770,60,M,White,Pediatrics,47,35,Available and used,0,93.861857
502771,45,M,White,Medical Specialties,52,48,Available and used,0,82.04833599999999
502772,50,F,Asian,Family/GP,50,70,Available and used,1,122.993627
502773,55,M,White,Medical Specialties,52,70,Available and used,1,103.81467099999999
502774,50,F,White,Internal Medicine,50,43,Available and used,0,89.441711
502775,40,F,White,Internal Medicine,50,50,Available and used,0,89.23014
502776,45,F,White,Pediatrics,48,39,Available and used,0,61.500567000000004
502777,45,M,White,Medical Specialties,49,50,Not available,0,97.440392
502778,40,F,White,Family/GP,48,50,Available and used,1,79.173149
502779,55,M,White,Surgical Specialties,45,55,Available and used,0,66.286571
502780,70,M,White,Internal Medicine,52,25,Available and used,0,64.370401
502781,50,F,White,Pediatrics,48,32,Available and used,1,68.82901899999999
502782,50,M,White,Ob/Gyn,49,52,Available and used,0,90.56631800000001
502783,60,M,Asian,Family/GP,50,80,Available and used,1,85.417683
502784,45,M,Hispanic,Medical Specialties,44,80,Available and used,1,80.077016
502785,55,M,White,Internal Medicine,48,52,Available and used,0,99.842878
502786,55,M,White,Psychiatry,50,40,Available and used,1,93.963679
502787,40,M,Hispanic,Pediatrics,52,60,Available and used,0,71.862955
502788,45,M,,Medical Specialties,40,30,,0,103.707817
502789,55,M,White,Family/GP,48,50,Available and used,0,79.44676899999999
502790,40,M,White,Family/GP,48,54,Available and used,0,108.998253
502791,45,F,White,Ob/Gyn,49,76,Not available,0,98.257035
502792,35,F,Asian,Internal Medicine,40,20,Available and used,0,93.962321
502793,55,M,Asian,Ob/Gyn,50,58,Not available,1,90.988727
502794,40,M,Asian,Medical Specialties,52,40,Available and used,0,82.044803
502795,45,M,Hispanic,Surgical Specialties,48,41,Available and used,1,74.011515
502796,40,M,Hispanic,Family/GP,44,55,Available and used,1,83.077475
502797,45,M,White,Family/GP,47,50,Available and used,1,79.499031
502798,50,M,Asian,Internal Medicine,50,50,"Avaliable, not used",1,128.633171
502799,60,M,White,Ob/Gyn,50,50,"Avaliable, not used",0,64.127543
502800,65,F,White,Surgical Specialties,48,58,Available and used,-9,95.52497
502801,40,F,White,Surgical Specialties,50,60,Available and used,1,93.55695899999999
502802,70,M,White,Medical Specialties,48,43,Not available,1,55.902588
502803,60,M,White,Surgical Specialties,49,60,Available and used,0,79.615883
502804,50,M,White,Surgical Specialties,52,75,Available and used,0,104.84176
502805,55,M,White,Medical Specialties,46,42,Available and used,1,91.444725
502806,50,M,White,Internal Medicine,48,67,Available and used,0,89.397624
502807,55,M,White,Medical Specialties,46,50,Available and used,0,87.69260200000001
502808,40,F,Asian,Internal Medicine,44,32,Not available,0,98.828314
502809,60,M,Asian,Family/GP,48,45,Available and used,1,78.264535
502810,40,M,White,Internal Medicine,46,55,Available and used,0,88.422579
502811,45,M,White,Family/GP,46,65,Available and used,0,97.836611
502812,35,M,Asian,Internal Medicine,48,50,Available and used,0,94.798654
502813,55,M,,Surgical Specialties,51,80,Available and used,0,90.56336
502814,55,M,White,Medical Specialties,46,51,Available and used,0,85.508525
502815,60,M,White,Surgical Specialties,48,78,Available and used,0,72.025324
502816,35,M,White,Family/GP,50,50,Not available,0,73.606122
502817,50,M,White,Surgical Specialties,52,71,Available and used,1,104.779386
502818,45,M,Black,Medical Specialties,50,48,Available and used,1,102.055419
502819,45,M,White,Ob/Gyn,48,48,Available and used,0,82.27225
502820,50,F,White,Pediatrics,51,50,Not available,1,76.282788
502821,70,M,White,Psychiatry,48,40,Not available,0,67.401375
502822,40,M,Asian,Internal Medicine,50,53,Available and used,0,94.798654
502823,70,M,White,Medical Specialties,51,40,Available and used,1,55.18200699999999
502824,60,M,,Medical Specialties,46,45,Not available,0,90.148954
502825,45,F,Asian,Internal Medicine,50,41,Available and used,0,84.811771
502826,55,M,White,Family/GP,40,61,Available and used,1,106.200521
502827,60,M,White,Medical Specialties,51,70,Available and used,0,65.04032600000001
502828,50,M,White,Pediatrics,47,35,Available and used,0,73.171941
502829,50,M,White,Medical Specialties,40,50,Available and used,0,86.839659
502830,65,M,White,Medical Specialties,40,53,Available and used,0,86.649941
502831,60,M,White,Medical Specialties,52,62,Not available,1,88.403549
502832,45,M,White,Medical Specialties,40,40,Available and used,0,107.73682099999999
502833,40,M,Asian,Family/GP,49,80,Available and used,0,71.75967800000001
502834,60,M,White,Medical Specialties,45,70,Available and used,0,78.144021
502835,45,M,Black,Medical Specialties,40,44,Available and used,0,102.454228
502836,45,M,White,Medical Specialties,48,74,Not available,0,78.696903
502837,55,M,White,Medical Specialties,47,60,Available and used,1,64.15326
502838,45,M,White,Internal Medicine,40,56,Available and used,0,105.146309
502839,55,M,Asian,Medical Specialties,49,56,Not available,0,97.295296
502840,50,M,White,Medical Specialties,50,60,Available and used,0,74.090282
502841,35,F,White,Internal Medicine,48,30,Available and used,1,100.748828
502842,60,M,White,Internal Medicine,50,70,Available and used,0,78.43163
502843,35,M,Asian,Internal Medicine,48,80,Available and used,1,88.286489
502844,40,F,Asian,Medical Specialties,46,62,Available and used,1,100.748828
502845,35,M,White,Internal Medicine,49,46,Available and used,1,79.07611899999999
502846,60,M,Other,Medical Specialties,48,60,Available and used,0,92.655465
502847,45,F,White,Family/GP,49,25,Available and used,0,92.012949
502848,60,M,White,Medical Specialties,52,63,Available and used,0,68.78758499999999
502849,60,M,Asian,Medical Specialties,46,54,Not available,0,90.988727
502850,45,M,White,Psychiatry,48,36,Available and used,0,90.996377
502851,60,F,White,Ob/Gyn,50,32,Available and used,0,67.409297
502852,35,M,Hispanic,Medical Specialties,42,34,Not available,0,100.524388
502853,55,M,Hispanic,Medical Specialties,50,40,Available and used,0,70.309534
502854,50,M,White,Family/GP,48,48,Available and used,1,80.630473
502855,45,M,White,Family/GP,49,54,Available and used,0,78.95764799999999
502856,50,M,White,Surgical Specialties,46,40,Available and used,1,96.08380600000001
502857,40,F,White,Medical Specialties,50,70,Available and used,0,93.86920699999999
502858,60,M,White,Medical Specialties,49,60,Not available,0,90.239763
502859,45,M,White,Psychiatry,46,54,Available and used,1,89.742774
502860,50,M,Asian,Internal Medicine,49,55,Available and used,1,97.605262
502861,70,M,White,Surgical Specialties,50,48,Available and used,0,72.90062900000001
502862,50,M,White,Pediatrics,48,56,Available and used,0,73.58981
502863,55,M,Asian,Ob/Gyn,52,55,Not available,1,97.272279
502864,55,M,Hispanic,Pediatrics,46,60,Available and used,1,82.302665
502865,45,M,White,Medical Specialties,48,53,Available and used,1,64.18337700000001
502866,50,M,White,Surgical Specialties,48,40,Not available,0,96.776431
502867,35,F,White,Ob/Gyn,52,70,Available and used,1,93.582572
502868,50,M,White,Medical Specialties,52,60,Available and used,0,77.18553100000001
502869,65,M,White,Surgical Specialties,40,50,Not available,0,101.592028
502870,55,M,White,Surgical Specialties,52,30,Available and used,0,112.52168999999999
502871,40,M,Asian,Family/GP,47,45,Available and used,0,80.317774
502872,35,M,Other,Surgical Specialties,40,41,Available and used,0,93.205442
502873,40,F,White,Medical Specialties,48,38,Available and used,1,102.413199
502874,50,M,White,Surgical Specialties,46,80,Available and used,0,90.761526
502875,35,M,White,Family/GP,48,60,Available and used,0,96.24443000000001
502876,45,M,Asian,Internal Medicine,52,60,Available and used,0,105.19329099999999
502877,70,F,White,Medical Specialties,43,48,Available and used,0,77.942356
502878,60,M,White,Ob/Gyn,52,80,Available and used,0,75.254982
502879,60,M,White,Family/GP,50,45,Not available,0,79.270605
502880,35,M,White,Ob/Gyn,48,80,Available and used,0,105.76617900000001
502881,40,M,Hispanic,Medical Specialties,52,60,Available and used,0,83.539772
502882,50,M,White,Family/GP,52,57,Not available,1,77.50715699999999
502883,40,M,Asian,Internal Medicine,47,70,Available and used,1,79.17961700000001
502884,65,M,Hispanic,Ob/Gyn,50,50,,0,95.495216
502885,65,M,Asian,Internal Medicine,48,50,Available and used,0,83.549604
502886,50,M,Hispanic,Medical Specialties,48,51,Available and used,0,76.008496
502887,50,M,White,Medical Specialties,48,50,Available and used,1,91.79472700000001
502888,35,M,Asian,Surgical Specialties,45,36,Available and used,0,70.769571
502889,55,M,White,Family/GP,48,45,Available and used,1,70.549538
502890,35,M,Black,Medical Specialties,40,80,Available and used,1,101.44712
502891,70,M,White,Medical Specialties,50,50,Available and used,0,62.127743
502892,35,M,Asian,Surgical Specialties,49,52,Available and used,1,83.740983
502893,55,M,White,Psychiatry,42,50,"Avaliable, not used",0,100.69266800000001
502894,50,F,White,Ob/Gyn,50,50,Available and used,0,87.508748
502895,35,M,Asian,Medical Specialties,46,44,Available and used,0,90.727648
502896,60,M,White,Internal Medicine,48,66,Not available,0,64.844245
502897,55,M,White,Surgical Specialties,47,80,Available and used,0,104.15016899999999
502898,50,M,White,Surgical Specialties,45,52,Not available,0,106.70864399999999
502899,60,M,White,Internal Medicine,47,80,Not available,1,106.18121399999998
502900,40,M,White,Medical Specialties,46,50,Available and used,0,94.798064
502901,45,M,White,Medical Specialties,46,40,Available and used,1,114.95183600000001
502902,45,F,White,Pediatrics,52,30,Available and used,0,76.79384499999999
502903,55,M,White,Medical Specialties,50,47,Available and used,0,72.165966
502904,50,F,White,Medical Specialties,46,21,Not available,0,90.127401
502905,45,M,White,Ob/Gyn,52,72,Available and used,0,106.723573
502906,55,M,White,Surgical Specialties,48,80,Available and used,0,115.61089799999999
502907,45,M,White,Surgical Specialties,48,60,Available and used,0,70.33373399999999
502908,60,M,White,Medical Specialties,48,28,Available and used,0,90.324986
502909,55,F,White,Internal Medicine,45,42,Available and used,0,85.942959
502910,60,M,White,Internal Medicine,50,44,Available and used,1,77.658588
502911,50,M,White,Family/GP,51,50,Available and used,0,85.62645400000001
502912,50,F,White,Family/GP,48,26,"Avaliable, not used",0,74.199237
502913,55,F,White,Surgical Specialties,52,20,Available and used,0,91.11383599999999
502914,35,M,Asian,Internal Medicine,50,40,Available and used,1,83.230389
502915,70,M,White,Medical Specialties,52,60,Available and used,0,65.340422
502916,40,M,White,Psychiatry,48,62,Available and used,0,100.43682700000001
502917,55,M,White,Medical Specialties,48,80,Available and used,1,88.767427
502918,50,M,White,Medical Specialties,48,48,Available and used,1,79.20702299999999
502919,40,M,White,Medical Specialties,48,80,Available and used,0,95.082014
502920,60,F,Asian,Family/GP,49,59,Not available,0,94.52018100000001
502921,55,M,White,Internal Medicine,45,73,Available and used,1,83.282374
502922,35,F,White,Medical Specialties,48,34,Available and used,0,108.73666899999999
502923,70,M,White,Surgical Specialties,40,30,"Avaliable, not used",0,75.787544
502924,55,M,White,Family/GP,50,52,Available and used,0,68.722984
502925,45,F,White,Medical Specialties,50,50,Available and used,0,82.54370899999999
502926,35,M,White,Internal Medicine,48,54,Not available,1,88.960551
502927,60,F,White,Medical Specialties,46,44,Available and used,0,106.708832
502928,35,M,Asian,Medical Specialties,52,40,Available and used,1,95.906867
502929,45,M,White,Surgical Specialties,48,80,Available and used,1,96.372665
502930,65,M,White,Family/GP,50,64,Available and used,0,69.903835
502931,60,F,White,Medical Specialties,45,29,Available and used,0,91.744162
502932,60,M,White,Ob/Gyn,47,50,Available and used,0,115.30946899999999
502933,60,M,White,Family/GP,48,65,Available and used,1,95.406716
502934,55,F,Black,Internal Medicine,50,80,Available and used,0,119.82328400000002
502935,45,F,Asian,Internal Medicine,48,50,Available and used,0,90.306039
502936,70,M,White,Psychiatry,50,54,Not available,0,76.31679
502937,50,F,White,Internal Medicine,40,44,Not available,1,140.660663
502938,35,M,Asian,Internal Medicine,48,61,Not available,0,83.357743
502939,40,F,Black,Medical Specialties,44,50,Available and used,0,115.81526000000001
502940,55,M,White,Surgical Specialties,48,60,Available and used,1,77.303475
502941,40,M,White,Family/GP,47,45,Available and used,1,86.283396
502942,45,F,White,Family/GP,48,50,,1,88.32783
502943,45,M,Hispanic,Surgical Specialties,48,60,Available and used,1,117.762956
502944,70,M,White,Psychiatry,46,45,Available and used,0,75.25913100000001
502945,55,M,Black,Surgical Specialties,49,55,Available and used,0,77.819815
502946,50,M,White,Surgical Specialties,48,51,Available and used,0,87.626316
502947,65,M,White,Family/GP,48,47,Available and used,0,95.49135600000001
502948,70,M,White,Surgical Specialties,52,47,Not available,0,64.55421
502949,45,F,Black,Pediatrics,46,40,Available and used,1,66.23800899999999
502950,45,F,White,Medical Specialties,47,48,Available and used,0,101.65772
502951,50,M,White,Internal Medicine,49,60,Available and used,0,95.069097
502952,55,M,White,Medical Specialties,43,60,Available and used,0,63.99644
502953,45,M,White,Surgical Specialties,50,60,Available and used,1,106.795956
502954,40,M,White,Surgical Specialties,49,68,Not available,0,101.17896999999999
502955,35,M,Asian,Family/GP,50,45,Available and used,0,94.094578
502956,60,M,White,Family/GP,46,38,Available and used,0,98.528224
502957,40,M,White,Medical Specialties,46,80,Not available,0,91.144667
502958,60,M,,Surgical Specialties,51,29,,0,65.118002
502959,55,M,White,Family/GP,52,40,Available and used,0,106.712174
502960,60,M,Asian,Ob/Gyn,52,80,Available and used,1,95.70728199999999
502961,55,M,White,Surgical Specialties,50,40,Available and used,0,91.507232
502962,60,M,White,Ob/Gyn,48,53,Not available,0,71.475661
502963,50,M,White,Surgical Specialties,49,54,Available and used,1,103.707817
502964,70,M,Asian,Surgical Specialties,40,20,Available and used,1,90.002835
502965,60,M,Hispanic,Ob/Gyn,45,48,Available and used,0,85.38241
502966,65,M,White,Psychiatry,50,50,Available and used,1,93.56597099999999
502967,40,F,White,Psychiatry,40,55,Available and used,1,113.902244
502968,70,M,White,Family/GP,48,40,Not available,1,80.712161
502969,50,M,Asian,Internal Medicine,50,50,Available and used,0,118.21481599999998
502970,65,M,White,Surgical Specialties,44,45,Available and used,0,62.755911
502971,40,F,White,Pediatrics,48,48,Available and used,0,86.014282
502972,70,M,,Psychiatry,45,38,Available and used,1,76.603047
502973,45,M,Asian,Surgical Specialties,47,36,Available and used,0,106.238173
502974,45,M,White,Medical Specialties,44,60,Not available,1,107.48883400000001
502975,60,M,White,Surgical Specialties,49,67,Available and used,1,87.69260200000001
502976,55,M,White,Pediatrics,48,36,Available and used,0,71.340742
502977,60,M,White,Medical Specialties,48,65,Available and used,0,87.69260200000001
502978,50,F,White,Medical Specialties,49,45,Not available,0,108.268344
502979,35,F,Asian,Internal Medicine,50,40,Available and used,0,98.326575
502980,45,M,Black,Family/GP,50,55,Available and used,0,85.12459399999999
502981,70,M,,Medical Specialties,50,29,Available and used,0,79.893541
502982,60,M,White,Medical Specialties,48,44,Available and used,0,82.691407
502983,60,M,White,Family/GP,47,42,Available and used,1,95.947776
502984,55,M,White,Internal Medicine,49,65,Available and used,0,82.005881
502985,50,F,White,Psychiatry,47,42,Available and used,0,99.74204499999999
502986,60,M,White,Psychiatry,48,49,Available and used,0,109.095275
502987,65,M,White,Psychiatry,48,45,Not available,1,96.903527
502988,55,M,White,Medical Specialties,50,36,Available and used,0,85.950411
502989,50,M,White,Medical Specialties,48,70,Available and used,1,103.59604300000001
502990,45,M,White,Medical Specialties,48,60,Available and used,0,71.862075
502991,50,M,White,Medical Specialties,50,75,Not available,1,104.84176
502992,35,M,White,Medical Specialties,49,45,Available and used,0,89.779885
502993,35,M,Asian,Surgical Specialties,46,56,Available and used,0,93.447067
502994,40,F,White,Pediatrics,47,50,Available and used,0,90.876767
502995,60,M,White,Medical Specialties,52,32,Available and used,0,95.416113
502996,45,M,White,Family/GP,48,41,Not available,1,88.81108
502997,40,M,White,Internal Medicine,45,65,Available and used,0,101.088161
502998,45,F,Black,Family/GP,50,50,Available and used,1,89.625127
502999,55,M,White,Family/GP,52,50,Available and used,1,106.70416499999999
503000,55,F,White,Family/GP,51,36,Available and used,0,88.18941099999999
503001,40,F,White,Ob/Gyn,44,56,Available and used,0,99.34152399999999
503002,45,M,Asian,Family/GP,48,58,Available and used,0,105.682378
503003,55,F,Hispanic,Internal Medicine,46,44,Available and used,1,101.73666999999999
503004,40,M,Asian,Family/GP,49,50,Available and used,1,72.250591
503005,50,M,White,Psychiatry,40,24,Available and used,0,108.75638000000001
503006,50,M,Asian,Medical Specialties,52,70,Not available,1,75.878249
503007,60,M,White,Surgical Specialties,48,24,Available and used,0,86.30272
503008,50,M,White,Medical Specialties,46,80,"Avaliable, not used",0,81.271626
503009,70,M,White,Surgical Specialties,40,24,Available and used,0,76.50845600000001
503010,60,F,White,Medical Specialties,49,60,Not available,0,105.39348999999999
503011,65,M,Asian,Pediatrics,40,40,Available and used,1,71.69543
503012,50,M,White,Ob/Gyn,48,40,Not available,0,70.390212
503013,65,M,White,Internal Medicine,50,42,Not available,0,71.532133
503014,50,M,White,Internal Medicine,48,70,Available and used,0,75.95467
503015,50,M,White,Family/GP,48,80,Available and used,1,99.014053
503016,40,M,White,Medical Specialties,48,42,Available and used,1,101.727159
503017,50,F,White,Psychiatry,44,35,Available and used,0,82.099173
503018,35,F,White,Medical Specialties,50,31,Available and used,0,86.803688
503019,55,M,White,Internal Medicine,48,50,Available and used,0,97.605262
503020,50,F,White,Internal Medicine,47,47,Available and used,0,108.69521599999999
503021,50,M,White,Family/GP,48,65,Available and used,0,66.93588299999999
503022,45,F,Hispanic,Family/GP,48,30,Available and used,0,91.024072
503023,40,F,White,Medical Specialties,50,45,Not available,1,105.820177
503024,35,M,White,Surgical Specialties,48,50,Available and used,0,103.409825
503025,60,F,White,Ob/Gyn,46,60,Available and used,1,90.820258
503026,60,M,Asian,Medical Specialties,48,50,Available and used,1,118.276091
503027,65,M,Asian,Medical Specialties,47,53,Not available,0,67.0704
503028,45,M,White,Internal Medicine,50,58,Available and used,0,74.36014499999999
503029,65,M,White,Pediatrics,49,38,Available and used,0,57.435424
503030,55,M,White,Internal Medicine,46,40,Available and used,0,81.29727700000001
503031,50,M,White,Surgical Specialties,49,25,Available and used,0,88.854507
503032,40,M,White,Psychiatry,49,60,Available and used,0,107.48883400000001
503033,50,F,White,Internal Medicine,46,27,Available and used,1,110.528497
503034,35,M,White,Surgical Specialties,50,46,Available and used,1,93.715094
503035,55,F,Other,Family/GP,46,32,Available and used,1,90.08261800000001
503036,40,M,White,Ob/Gyn,50,80,Not available,0,100.056562
503037,45,F,White,Surgical Specialties,48,43,Not available,0,109.172851
503038,55,M,White,Medical Specialties,51,80,Available and used,0,90.113784
503039,55,F,White,Internal Medicine,47,60,Available and used,1,115.64315500000001
503040,35,M,White,Surgical Specialties,48,60,Not available,0,95.066836
503041,70,M,White,Surgical Specialties,45,35,Available and used,0,75.233262
503042,55,F,Asian,Medical Specialties,48,45,Available and used,1,94.069029
503043,50,M,White,Family/GP,48,44,Available and used,1,73.060602
503044,50,M,White,Surgical Specialties,46,75,Available and used,0,73.629839
503045,45,F,Asian,Ob/Gyn,48,75,Available and used,1,93.86920699999999
503046,45,M,White,Family/GP,49,55,Not available,0,99.53600300000001
503047,40,F,Asian,Medical Specialties,44,40,Available and used,1,92.01650699999999
503048,55,F,White,Internal Medicine,41,48,Available and used,1,105.62394499999999
503049,55,M,Asian,Psychiatry,46,50,Available and used,1,101.507355
503050,60,M,White,Medical Specialties,49,80,Available and used,0,90.645565
503051,45,M,White,Medical Specialties,49,48,Available and used,0,88.34085
503052,60,M,White,Family/GP,48,47,Available and used,1,94.84610500000001
503053,45,M,White,Medical Specialties,50,70,Available and used,0,84.562298
503054,45,M,Asian,Medical Specialties,48,60,Available and used,0,69.754056
503055,70,M,Asian,Family/GP,40,50,Not available,0,72.695272
503056,45,F,White,Ob/Gyn,43,60,Available and used,1,104.240684
503057,55,M,White,Psychiatry,47,49,Not available,1,99.161496
503058,65,M,Asian,Internal Medicine,48,34,Available and used,0,97.21783
503059,45,M,Asian,Internal Medicine,45,40,Available and used,0,122.209846
